review_text,star_rating,timestamp,clean_text,normalized_text,sentiment,aspects
"Mantap, hp kualitasnya original juara.",4,2025-11-19 07:14:08,mantap hp kualitasnya original juara,mantap hp kualitasnya original juara,Positive,Product Quality
"Pengirimannya lama banget, kurir lambat, hp penyok.",2,2026-06-26 02:14:08,pengirimannya lama banget kurir lambat hp penyok,pengiriman lama banget kurir lambat hp penyok,Negative,"Shipping/Delivery,Packaging/Condition"
"Kurir lambat, skincare hancur pas sampai ga pake bubble wrap.",1,2026-08-20 18:14:08,kurir lambat skincare hancur pas sampai ga pake bubble wrap,kurir lambat skincare hancur pas sampai tidak pakai bubble wrap,Negative,"Shipping/Delivery,Packaging/Condition"
"Admin acuh, respon lambat, jam tangan sepertinya tiruan.",1,2025-09-24 08:14:08,admin acuh respon lambat jam tangan sepertinya tiruan,admin acuh respon lambat jam tangan sepertinya tiruan,Negative,"Shipping/Delivery,Product Quality,Customer Service"
"Mantap, hp kualitasnya original juara.",5,2026-03-15 13:14:08,mantap hp kualitasnya original juara,mantap hp kualitasnya original juara,Positive,Product Quality
"Admin ramah responnya cepat, jam tangan sesuai deskripsi.",4,2026-05-11 08:14:08,admin ramah responnya cepat jam tangan sesuai deskripsi,admin ramah responnya cepat jam tangan sesuai deskripsi,Positive,"Shipping/Delivery,Customer Service"
"Bagus bgt, kurir juga ramah recommended seller.",5,2026-05-06 14:14:08,bagus bgt kurir juga ramah recommended seller,bagus banget kurir juga ramah recommended seller,Positive,"Shipping/Delivery,Product Quality,Customer Service"
"Mantap, baju kualitasnya original juara.",5,2026-04-05 00:14:08,mantap baju kualitasnya original juara,mantap baju kualitasnya original juara,Positive,Product Quality
"Kecewa, jam tangan cacat tdk sesuai gambar.",1,2025-11-02 17:14:08,kecewa jam tangan cacat tdk sesuai gambar,kecewa jam tangan cacat tidak sesuai gambar,Negative,Product Quality
"Bagus bgt, kurir juga ramah recommended seller.",5,2025-10-18 15:14:08,bagus bgt kurir juga ramah recommended seller,bagus banget kurir juga ramah recommended seller,Positive,"Shipping/Delivery,Product Quality,Customer Service"
jam tangan lumayan lah buat harga segini.,3,2026-02-05 00:14:08,jam tangan lumayan lah buat harga segini,jam tangan lumayan lah buat harga segini,Neutral,General
"Mantap, jam tangan kualitasnya original juara.",5,2026-03-10 12:14:08,mantap jam tangan kualitasnya original juara,mantap jam tangan kualitasnya original juara,Positive,Product Quality
"Kurir lambat, baju hancur pas sampai ga pake bubble wrap.",1,2026-08-20 12:14:08,kurir lambat baju hancur pas sampai ga pake bubble wrap,kurir lambat baju hancur pas sampai tidak pakai bubble wrap,Negative,"Shipping/Delivery,Packaging/Condition"
skincare lumayan lah buat harga segini.,3,2026-01-29 00:14:08,skincare lumayan lah buat harga segini,skincare lumayan lah buat harga segini,Neutral,General
"Mantap, jam tangan kualitasnya original juara.",5,2026-04-18 12:14:08,mantap jam tangan kualitasnya original juara,mantap jam tangan kualitasnya original juara,Positive,Product Quality
"Admin ramah responnya cepat, sepatu sesuai deskripsi.",5,2025-10-16 11:14:08,admin ramah responnya cepat sepatu sesuai deskripsi,admin ramah responnya cepat sepatu sesuai deskripsi,Positive,"Shipping/Delivery,Customer Service"
skincare lumayan lah buat harga segini.,3,2025-10-19 08:14:08,skincare lumayan lah buat harga segini,skincare lumayan lah buat harga segini,Neutral,General
"Bagus bgt, abang kurir juga ramah recommended seller.",5,2026-01-18 07:14:08,bagus bgt abang kurir juga ramah recommended seller,bagus banget abang kurir juga ramah recommended seller,Positive,"Shipping/Delivery,Product Quality,Customer Service"
tas lumayan lah buat harga segini.,3,2025-10-25 04:14:08,tas lumayan lah buat harga segini,tas lumayan lah buat harga segini,Neutral,General
"Kecewa, hp cacat tdk sesuai gambar.",1,2025-09-22 01:14:08,kecewa hp cacat tdk sesuai gambar,kecewa hp cacat tidak sesuai gambar,Negative,Product Quality
"Bagus bgt, abang kurir juga ramah recommended seller.",4,2025-12-03 00:14:08,bagus bgt abang kurir juga ramah recommended seller,bagus banget abang kurir juga ramah recommended seller,Positive,"Shipping/Delivery,Product Quality,Customer Service"
"Bagus bgt, kurir juga ramah recommended seller.",4,2026-03-18 08:14:08,bagus bgt kurir juga ramah recommended seller,bagus banget kurir juga ramah recommended seller,Positive,"Shipping/Delivery,Product Quality,Customer Service"
"Pengiriman cepat banget, baju original.",5,2026-04-15 21:14:08,pengiriman cepat banget baju original,pengiriman cepat banget baju original,Positive,"Shipping/Delivery,Product Quality"
"Gpp lah, agak lama tapi hp masih utuh.",3,2026-07-15 09:14:08,gpp lah agak lama tapi hp masih utuh,tidak apa-apa lah agak lama tapi hp masih utuh,Neutral,"Shipping/Delivery,Product Quality"
"Kurir lambat, sepatu hancur pas sampai ga pake bubble wrap.",1,2026-06-24 19:14:08,kurir lambat sepatu hancur pas sampai ga pake bubble wrap,kurir lambat sepatu hancur pas sampai tidak pakai bubble wrap,Negative,"Shipping/Delivery,Packaging/Condition"
"skincare cacat, packing rusak dan bocor.",2,2025-11-27 05:14:08,skincare cacat packing rusak dan bocor,skincare cacat pengemasan rusak dan bocor,Negative,"Packaging/Condition,Product Quality"
"Sesuai harga, tas cukup oke, admin biasa aja.",3,2025-12-28 13:14:08,sesuai harga tas cukup oke admin biasa aja,sesuai harga tas cukup oke admin biasa aja,Neutral,Customer Service
"jam tangan sampai dengan selamat, original sih tapi pengiriman lambat.",3,2025-10-18 02:14:08,jam tangan sampai dengan selamat original sih tapi pengiriman lambat,jam tangan sampai dengan selamat original sih tapi pengiriman lambat,Neutral,"Shipping/Delivery,Product Quality"
"Sesuai harga, skincare cukup oke, admin biasa aja.",3,2026-05-21 12:14:08,sesuai harga skincare cukup oke admin biasa aja,sesuai harga skincare cukup oke admin biasa aja,Neutral,Customer Service
"Bagus bgt, abang kurir juga ramah recommended seller.",5,2026-02-28 21:14:08,bagus bgt abang kurir juga ramah recommended seller,bagus banget abang kurir juga ramah recommended seller,Positive,"Shipping/Delivery,Product Quality,Customer Service"
"Bagus bgt, kurir juga ramah recommended seller.",5,2025-11-12 09:14:08,bagus bgt kurir juga ramah recommended seller,bagus banget kurir juga ramah recommended seller,Positive,"Shipping/Delivery,Product Quality,Customer Service"
"Pengirimannya lama bgt, abang kurir lambat, sepatu penyok.",2,2026-03-28 12:14:08,pengirimannya lama bgt abang kurir lambat sepatu penyok,pengiriman lama banget abang kurir lambat sepatu penyok,Negative,"Shipping/Delivery,Packaging/Condition"
"Pengiriman cepat banget, skincare original.",5,2026-07-08 19:14:08,pengiriman cepat banget skincare original,pengiriman cepat banget skincare original,Positive,"Shipping/Delivery,Product Quality"
jam tangan lumayan lah buat harga segini.,3,2026-03-30 17:14:08,jam tangan lumayan lah buat harga segini,jam tangan lumayan lah buat harga segini,Neutral,General
"Admin ramah responnya cepat, tas sesuai deskripsi.",5,2026-05-18 15:14:08,admin ramah responnya cepat tas sesuai deskripsi,admin ramah responnya cepat tas sesuai deskripsi,Positive,"Shipping/Delivery,Customer Service"
"sepatu sampai dengan selamat, original sih tapi pengirimannya lambat.",3,2025-10-28 15:14:08,sepatu sampai dengan selamat original sih tapi pengirimannya lambat,sepatu sampai dengan selamat original sih tapi pengiriman lambat,Neutral,"Shipping/Delivery,Product Quality"
"Bagus bgt, abang kurir juga ramah recommended seller.",4,2026-05-01 18:14:08,bagus bgt abang kurir juga ramah recommended seller,bagus banget abang kurir juga ramah recommended seller,Positive,"Shipping/Delivery,Product Quality,Customer Service"
"hp bagus, packing aman pake bubble wrap.",4,2026-01-12 10:14:08,hp bagus packing aman pake bubble wrap,hp bagus pengemasan aman pakai bubble wrap,Positive,"Packaging/Condition,Product Quality"
"Kurir lambat, jam tangan hancur pas sampai ga pake bubble wrap.",1,2026-04-05 02:14:08,kurir lambat jam tangan hancur pas sampai ga pake bubble wrap,kurir lambat jam tangan hancur pas sampai tidak pakai bubble wrap,Negative,"Shipping/Delivery,Packaging/Condition"
"Pengiriman cepat bgt, baju original.",5,2026-08-09 02:14:08,pengiriman cepat bgt baju original,pengiriman cepat banget baju original,Positive,"Shipping/Delivery,Product Quality"
"Sesuai harga, hp cukup oke, admin biasa aja.",3,2026-01-01 11:14:08,sesuai harga hp cukup oke admin biasa aja,sesuai harga hp cukup oke admin biasa aja,Neutral,Customer Service
"Bagus bgt, kurir juga ramah recommended seller.",4,2026-08-17 22:14:08,bagus bgt kurir juga ramah recommended seller,bagus banget kurir juga ramah recommended seller,Positive,"Shipping/Delivery,Product Quality,Customer Service"
"Bagus bgt, abang kurir juga ramah recommended seller.",5,2026-07-07 23:14:08,bagus bgt abang kurir juga ramah recommended seller,bagus banget abang kurir juga ramah recommended seller,Positive,"Shipping/Delivery,Product Quality,Customer Service"
"Biasa aja, pengiriman standar.",3,2026-02-16 03:14:08,biasa aja pengiriman standar,biasa aja pengiriman standar,Neutral,Shipping/Delivery
"Pengirimannya lama banget, kurir lambat, baju penyok.",1,2026-04-22 07:14:08,pengirimannya lama banget kurir lambat baju penyok,pengiriman lama banget kurir lambat baju penyok,Negative,"Shipping/Delivery,Packaging/Condition"
"Admin acuh, respon lambat, hp sptnya tiruan.",1,2026-02-16 12:14:08,admin acuh respon lambat hp sptnya tiruan,admin acuh respon lambat hp sptnya tiruan,Negative,"Shipping/Delivery,Product Quality,Customer Service"
"Bagus bgt, kurir juga ramah recommended seller.",5,2026-07-23 17:14:08,bagus bgt kurir juga ramah recommended seller,bagus banget kurir juga ramah recommended seller,Positive,"Shipping/Delivery,Product Quality,Customer Service"
"Admin ramah responnya cepat, jam tangan sesuai deskripsi.",5,2025-11-28 14:14:08,admin ramah responnya cepat jam tangan sesuai deskripsi,admin ramah responnya cepat jam tangan sesuai deskripsi,Positive,"Shipping/Delivery,Customer Service"
"hp bgs, packing aman pake bubble wrap.",5,2026-04-15 15:14:08,hp bgs packing aman pake bubble wrap,hp bagus pengemasan aman pakai bubble wrap,Positive,"Packaging/Condition,Product Quality"
"Admin ramah responnya cepat, baju sesuai deskripsi.",5,2026-09-08 14:14:08,admin ramah responnya cepat baju sesuai deskripsi,admin ramah responnya cepat baju sesuai deskripsi,Positive,"Shipping/Delivery,Customer Service"
"Mantap, sepatu kualitasnya original juara.",5,2026-04-24 10:14:08,mantap sepatu kualitasnya original juara,mantap sepatu kualitasnya original juara,Positive,Product Quality
"Mantap, hp kualitasnya original juara.",5,2026-02-15 06:14:08,mantap hp kualitasnya original juara,mantap hp kualitasnya original juara,Positive,Product Quality
"Mantap, hp kualitasnya original juara.",5,2026-02-15 04:14:08,mantap hp kualitasnya original juara,mantap hp kualitasnya original juara,Positive,Product Quality
"Admin ramah responnya cepat, sepatu sesuai deskripsi.",5,2026-01-28 09:14:08,admin ramah responnya cepat sepatu sesuai deskripsi,admin ramah responnya cepat sepatu sesuai deskripsi,Positive,"Shipping/Delivery,Customer Service"
"Admin ramah responnya cepat, sepatu sesuai deskripsi.",5,2026-01-12 17:14:08,admin ramah responnya cepat sepatu sesuai deskripsi,admin ramah responnya cepat sepatu sesuai deskripsi,Positive,"Shipping/Delivery,Customer Service"
"Pengiriman cepat bgt, hp original.",5,2026-02-18 06:14:08,pengiriman cepat bgt hp original,pengiriman cepat banget hp original,Positive,"Shipping/Delivery,Product Quality"
"jam tangan sampai dengan selamat, original sih tapi pengiriman lambat.",3,2026-01-16 19:14:08,jam tangan sampai dengan selamat original sih tapi pengiriman lambat,jam tangan sampai dengan selamat original sih tapi pengiriman lambat,Neutral,"Shipping/Delivery,Product Quality"
"sepatu bagus, packing aman pake bubble wrap.",5,2026-09-06 21:14:08,sepatu bagus packing aman pake bubble wrap,sepatu bagus pengemasan aman pakai bubble wrap,Positive,"Packaging/Condition,Product Quality"
"Admin ramah responnya cepat, jam tangan sesuai deskripsi.",4,2026-03-06 14:14:08,admin ramah responnya cepat jam tangan sesuai deskripsi,admin ramah responnya cepat jam tangan sesuai deskripsi,Positive,"Shipping/Delivery,Customer Service"
"Bagus bgt, kurir juga ramah recommended seller.",5,2026-05-02 02:14:08,bagus bgt kurir juga ramah recommended seller,bagus banget kurir juga ramah recommended seller,Positive,"Shipping/Delivery,Product Quality,Customer Service"
"Kecewa, skincare cacat tidak sesuai gambar.",1,2026-08-29 05:14:08,kecewa skincare cacat tidak sesuai gambar,kecewa skincare cacat tidak sesuai gambar,Negative,Product Quality
"Pengirimannya lama bgt, abang kurir lambat, sepatu penyok.",2,2026-02-10 04:14:08,pengirimannya lama bgt abang kurir lambat sepatu penyok,pengiriman lama banget abang kurir lambat sepatu penyok,Negative,"Shipping/Delivery,Packaging/Condition"
"Mantap, jam tangan kualitasnya original juara.",4,2026-06-02 18:14:08,mantap jam tangan kualitasnya original juara,mantap jam tangan kualitasnya original juara,Positive,Product Quality
"Mantap, hp kualitasnya original juara.",5,2025-11-26 20:14:08,mantap hp kualitasnya original juara,mantap hp kualitasnya original juara,Positive,Product Quality
"Biasa aja, pengirimannya standar.",3,2026-05-15 06:14:08,biasa aja pengirimannya standar,biasa aja pengiriman standar,Neutral,Shipping/Delivery
"sepatu bgs, packing aman pake bubble wrap.",5,2025-11-24 17:14:08,sepatu bgs packing aman pake bubble wrap,sepatu bagus pengemasan aman pakai bubble wrap,Positive,"Packaging/Condition,Product Quality"
"Pengiriman cepat banget, hp original.",5,2026-06-09 10:14:08,pengiriman cepat banget hp original,pengiriman cepat banget hp original,Positive,"Shipping/Delivery,Product Quality"
"Kurir lambat, hp hancur pas sampai ga pake bubble wrap.",1,2026-03-30 09:14:08,kurir lambat hp hancur pas sampai ga pake bubble wrap,kurir lambat hp hancur pas sampai tidak pakai bubble wrap,Negative,"Shipping/Delivery,Packaging/Condition"
"Admin ramah responnya cepat, jam tangan sesuai deskripsi.",4,2026-07-19 17:14:08,admin ramah responnya cepat jam tangan sesuai deskripsi,admin ramah responnya cepat jam tangan sesuai deskripsi,Positive,"Shipping/Delivery,Customer Service"
"Kurir lambat, tas hancur pas sampai ga pake bubble wrap.",1,2026-02-13 15:14:08,kurir lambat tas hancur pas sampai ga pake bubble wrap,kurir lambat tas hancur pas sampai tidak pakai bubble wrap,Negative,"Shipping/Delivery,Packaging/Condition"
"Biasa aja, pengirimannya standar.",3,2026-09-13 01:14:08,biasa aja pengirimannya standar,biasa aja pengiriman standar,Neutral,Shipping/Delivery
"Pengirimannya lama banget, kurir lambat, hp penyok.",2,2026-09-04 01:14:08,pengirimannya lama banget kurir lambat hp penyok,pengiriman lama banget kurir lambat hp penyok,Negative,"Shipping/Delivery,Packaging/Condition"
"Pengirimannya lama banget, kurir lambat, hp penyok.",1,2025-12-31 12:14:08,pengirimannya lama banget kurir lambat hp penyok,pengiriman lama banget kurir lambat hp penyok,Negative,"Shipping/Delivery,Packaging/Condition"
"Biasa aja, pengiriman standar.",3,2026-06-01 18:14:08,biasa aja pengiriman standar,biasa aja pengiriman standar,Neutral,Shipping/Delivery
"tas cacat, packing rusak dan bocor.",2,2025-12-08 09:14:08,tas cacat packing rusak dan bocor,tas cacat pengemasan rusak dan bocor,Negative,"Packaging/Condition,Product Quality"
"Pengiriman cepat bgt, jam tangan original.",5,2026-03-10 06:14:08,pengiriman cepat bgt jam tangan original,pengiriman cepat banget jam tangan original,Positive,"Shipping/Delivery,Product Quality"
"Admin ramah responnya cepat, tas sesuai deskripsi.",4,2026-09-16 12:14:08,admin ramah responnya cepat tas sesuai deskripsi,admin ramah responnya cepat tas sesuai deskripsi,Positive,"Shipping/Delivery,Customer Service"
"Admin ramah responnya cepat, skincare sesuai deskripsi.",5,2025-10-16 09:14:08,admin ramah responnya cepat skincare sesuai deskripsi,admin ramah responnya cepat skincare sesuai deskripsi,Positive,"Shipping/Delivery,Customer Service"
"tas cacat, packing rusak dan bocor.",2,2025-10-03 05:14:08,tas cacat packing rusak dan bocor,tas cacat pengemasan rusak dan bocor,Negative,"Packaging/Condition,Product Quality"
